Throughput_set_persist10
1 42771.60 0.02
10 175746.92 0.04
50 135354.62 0.20
100 136761.48 0.40
200 132485.42 0.79
300 118455.34 1.29
400 122488.98 1.73
500 117013.81 2.21
600 112663.36 2.72
700 115420.13 3.10
800 114547.55 3.57
900 115500.12 4.01
1000 114051.10 4.54
Throughput_set_persist100
1 43271.31 0.02
10 146412.89 0.04
50 168463.61 0.16
100 161290.33 0.33
200 121036.07 0.86
300 113147.77 1.36
400 152625.16 1.34
500 120163.43 2.13
600 116279.06 2.63
700 124502.00 2.94
800 115794.35 3.53
900 113662.20 4.08
1000 114311.84 4.50
Throughput_set_persist1000
1 41638.91 0.02
10 120772.95 0.05
50 124533.01 0.22
100 125944.59 0.42
200 118483.42 0.89
300 113662.20 1.36
400 114995.40 1.80
500 121388.69 2.13
600 104058.27 2.94
700 115660.42 3.10
800 108530.50 3.78
900 124533.01 3.79
1000 118849.54 4.45
Throughput_set_persist10000
1 36897.65 0.02
10 103348.49 0.06
50 127746.55 0.23
100 99760.57 0.53
200 86805.55 1.19
300 96974.40 1.59
400 91776.80 2.25
500 90810.02 2.89
600 91508.05 3.36
700 87123.20 4.10
800 85062.95 4.86
900 81980.66 5.60
1000 83668.01 6.07
Throughput_set_persist100000
1 14033.91 0.07
10 27221.25 0.35
50 27929.84 1.71
100 23126.73 4.11
200 17979.79 10.73
300 16228.50 17.87
400 15395.51 25.14
500 14913.80 32.44
600 14227.18 40.79
700 13395.13 50.56
800 13038.49 59.30
900 10858.23 80.66
1000 10715.59 90.64
Throughput_set_nopersist10
1 41315.48 0.02
10 160565.19 0.04
50 149476.83 0.18
100 128336.76 0.41
200 126230.75 0.82
300 118652.11 1.31
400 118091.63 1.76
500 115127.80 2.20
600 111982.08 2.77
700 114836.93 3.15
800 117398.45 3.50
900 114285.71 4.08
1000 110546.10 4.60
Throughput_set_nopersist100
1 39682.54 0.02
10 164095.83 0.04
50 141402.72 0.19
100 139275.77 0.38
200 116333.18 0.90
300 132380.20 1.25
400 121182.74 1.71
500 123122.39 2.08
600 120279.05 2.55
700 112007.16 3.22
800 116550.12 3.53
900 109625.09 4.19
1000 109337.41 4.66
Throughput_set_nopersist1000
1 39853.34 0.02
10 123213.41 0.05
50 123274.16 0.21
100 140449.44 0.38
200 118962.64 0.87
300 116414.43 1.33
400 121684.10 1.73
500 114836.93 2.29
600 118175.38 2.61
700 114051.10 3.21
800 117952.35 3.56
900 112663.36 4.08
1000 111037.09 4.67
Throughput_set_nopersist10000
1 35693.89 0.02
10 105641.25 0.07
50 106791.97 0.26
100 99760.57 0.55
200 104580.62 1.02
300 96079.94 1.67
400 83556.15 2.44
500 97238.42 2.70
600 90514.12 3.42
700 89976.60 4.00
800 90432.27 4.62
900 85309.67 5.43
1000 81726.05 6.21
Throughput_set_nopersist100000
1 13721.56 0.07
10 26680.90 0.36
50 26936.75 1.77
100 23248.24 4.09
200 17670.97 10.93
300 16056.00 18.07
400 15260.19 25.36
500 14962.89 32.32
600 14418.36 40.24
700 14475.97 46.71
800 13935.34 55.44
900 11374.75 76.63
1000 11963.73 80.91
